,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,HUAMIN PRIMARY SCHOOL,21,YISHUN AVENUE 11,HUAMIN PRIMARY SCHOOL,21 YISHUN AVENUE 11 HUAMIN PRIMARY SCHOOL SINGAPORE 768857,768857,29215.4177919272,45412.9266837817,1.42697284512936,103.844240226564,103.844240226564,HUAMIN PRIMARY SCHOOL
0,HWA CHONG INSTITUTION,673,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,673 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269735,269735,24375.1352411378,34235.5739198215,1.32588867455552,103.800747204253,103.800747204253,HWA CHONG INSTITUTION
1,HWA CHONG INSTITUTION,661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION SINGAPORE 269734,269734,24926.8156149359,34131.5293299966,1.3249477928719,103.805704361472,103.805704361472,HWA CHONG INSTITUTION
2,HWA CHONG INSTITUTION (AUDITORIUM),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (AUDITORIUM),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (AUDITORIUM) SINGAPORE 269734,269734,24929.7337209778,34205.2982177679,1.32561493280909,103.805730574839,103.805730574839,HWA CHONG INSTITUTION
3,HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (ONG TENG CHEONG SALT CENTRE) SINGAPORE 269734,269734,24448.348166584,34416.4159513339,1.32752415425611,103.80140504104,103.80140504104,HWA CHONG INSTITUTION
4,HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE),661,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE),661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE) SINGAPORE 269734,269734,24794.2409987506,34152.7572960891,1.32513975740581,103.804513104992,103.804513104992,HWA CHONG INSTITUTION
5,HWA CHONG INSTITUTION BOARDING SCHOOL,673,BUKIT TIMAH ROAD,HWA CHONG INSTITUTION BOARDING SCHOOL,673 BUKIT TIMAH ROAD HWA CHONG INSTITUTION BOARDING SCHOOL SINGAPORE 269735,269735,24378.6821040055,34179.150887087,1.32537840511668,103.8007790814,103.8007790814,HWA CHONG INSTITUTION
0,INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,23246.8971469188,45633.4723797198,1.42896700684852,103.790607539185,103.790607539185,INNOVA PRIMARY SCHOOL
0,JIEMIN PRIMARY SCHOOL,2,YISHUN STREET 71,JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71 JIEMIN PRIMARY SCHOOL SINGAPORE 768515,768515,27678.0421859771,45492.0549418237,1.42768847665227,103.830425490093,103.830425490093,JIEMIN PRIMARY SCHOOL
0,JING SHAN PRIMARY SCHOOL,5,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,569228,30093.7277568905,39360.0670565329,1.37223290983498,103.852132214306,103.852132214306,JING SHAN PRIMARY SCHOOL
0,JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39785.7393018734,36666.448842736,1.34787054460119,103.939220722335,103.939220722335,JUNYUAN PRIMARY SCHOOL
0,JUNYUAN SECONDARY SCHOOL,11,TAMPINES STREET 84,JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,39192.0351621611,37301.4129357934,1.35361315263537,103.933886165824,103.933886165824,JUNYUAN SECONDARY SCHOOL
0,JURONG PIONEER JUNIOR COLLEGE,21,TECK WHYE WALK,JURONG PIONEER JUNIOR COLLEGE,21 TECK WHYE WALK JURONG PIONEER JUNIOR COLLEGE SINGAPORE 688258,688258,19214.5432963269,40702.7122574467,1.38437406410733,103.75437461519,103.75437461519,JURONG PIONEER JUNIOR COLLEGE
0,JURONG PRIMARY SCHOOL,320,JURONG EAST STREET 32,JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,609476,16853.0771883978,36747.1039994843,1.34860020316068,103.733156560251,103.733156560251,JURONG PRIMARY SCHOOL
0,JURONG SECONDARY SCHOOL,31,YUAN CHING ROAD,JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD JURONG SECONDARY SCHOOL SINGAPORE 618652,618652,15828.7257759329,34692.6761670429,1.33002032220942,103.723952961648,103.723952961648,JURONG SECONDARY SCHOOL
0,JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,103.698803732244,JURONG WEST PRIMARY SCHOOL
0,JURONG WEST SECONDARY SCHOOL,61,JURONG WEST STREET 65,JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65 JURONG WEST SECONDARY SCHOOL SINGAPORE 648348,648348,13396.6197330486,35271.7690127064,1.33525634688323,103.702098904443,103.702098904443,JURONG WEST SECONDARY SCHOOL
0,JURONGVILLE SECONDARY SCHOOL,202,JURONG EAST AVENUE 1,JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1 JURONGVILLE SECONDARY SCHOOL SINGAPORE 609790,609790,16380.2394942129,37044.3966198433,1.35128862770284,103.728907710089,103.728907710089,JURONGVILLE SECONDARY SCHOOL
0,JUYING PRIMARY SCHOOL,31,JURONG WEST STREET 91,JUYING PRIMARY SCHOOL,31 JURONG WEST STREET 91 JUYING PRIMARY SCHOOL SINGAPORE 649037,649037,11801.9417791683,35688.3182758801,1.33902264667589,103.687769623983,103.687769623983,JUYING PRIMARY SCHOOL
0,JUYING SECONDARY SCHOOL,33,JURONG WEST STREET 91,JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91 JUYING SECONDARY SCHOOL SINGAPORE 649038,649038,11750.8178531462,35655.1627567839,1.3387227734133,103.687310264575,103.687310264575,JUYING SECONDARY SCHOOL
0,KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,103.756449399351,KEMING PRIMARY SCHOOL
0,KENT RIDGE SECONDARY SCHOOL,147,WEST COAST ROAD,KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD KENT RIDGE SECONDARY SCHOOL SINGAPORE 127368,127368,20384.4722389057,31508.7733694967,1.30122773426098,103.764889617566,103.764889617566,KENT RIDGE SECONDARY SCHOOL
0,KHENG CHENG SCHOOL,15,LORONG 3 TOA PAYOH,KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580,319580,29539.1234353296,35501.5835219584,1.3373381935639,103.847148501824,103.847148501824,KHENG CHENG SCHOOL
0,KONG HWA SCHOOL,350,GUILLEMARD ROAD,KONG HWA SCHOOL,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,399772,34124.7036575247,32588.943696009,1.31099674009193,103.888352029067,103.888352029067,KONG HWA SCHOOL
0,KRANJI PRIMARY SCHOOL,11,CHOA CHU KANG STREET 54,KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,689189,18434.245239621,41718.5305804759,1.39356050497104,103.747362720939,103.747362720939,KRANJI PRIMARY SCHOOL
0,KRANJI SECONDARY SCHOOL,61,CHOA CHU KANG STREET 51,KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51 KRANJI SECONDARY SCHOOL SINGAPORE 689333,689333,17747.3609606959,41330.5036858637,1.39005109871311,103.741190664845,103.741190664845,KRANJI SECONDARY SCHOOL
0,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793,579793,30414.9291181238,36835.1167885177,1.34939813669536,103.855018233311,103.855018233311,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL
1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8B,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8B BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579802,579802,30360.5099772513,36877.6806866005,1.34978307376407,103.854529246517,103.854529246517,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL
2,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C) SINGAPORE 579793,579793,30335.0289356941,36825.3860857729,1.34931014201944,103.854300279284,103.854300279284,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL
0,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795,579795,30453.5388370818,36910.0301692896,1.3500756234832,103.855365171957,103.855365171957,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL
0,LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,15176.2291954523,35597.6143301465,1.33820397704287,103.718089546664,103.718089546664,LAKESIDE PRIMARY SCHOOL
0,LIANHUA PRIMARY SCHOOL,2,BUKIT BATOK STREET 52,LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243,659243,19191.1979939695,37370.8497486636,1.35424191127295,103.754165828711,103.754165828711,LIANHUA PRIMARY SCHOOL
0,LOYANG VIEW SECONDARY SCHOOL,12,PASIR RIS STREET 11,LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11 LOYANG VIEW SECONDARY SCHOOL SINGAPORE 519073,519073,41758.1067258865,38735.8040275108,1.36658417167238,103.956944585725,103.956944585725,LOYANG VIEW SECONDARY SCHOOL
0,MAHA BODHI SCHOOL,10,UBI AVENUE 1,MAHA BODHI SCHOOL,10 UBI AVENUE 1 MAHA BODHI SCHOOL SINGAPORE 408931,408931,35565.4979411988,34521.1796176471,1.32847086658384,103.901298737314,103.901298737314,MAHA BODHI SCHOOL
1,MAHA BODHI SCHOOL,12,UBI AVENUE 1,MAHA BODHI SCHOOL,12 UBI AVENUE 1 MAHA BODHI SCHOOL SINGAPORE 408932,408932,35565.4979109308,34521.1795873791,1.32847086631012,103.901298737042,103.901298737042,MAHA BODHI SCHOOL
0,MANJUSRI SECONDARY SCHOOL,20,UBI AVENUE 1,MANJUSRI SECONDARY SCHOOL,20 UBI AVENUE 1 MANJUSRI SECONDARY SCHOOL SINGAPORE 408940,408940,35612.3792342106,34410.6462380104,1.32747123084846,103.901719963831,103.901719963831,MANJUSRI SECONDARY SCHOOL
0,MARIS STELLA HIGH SCHOOL,25,MOUNT VERNON ROAD,MARIS STELLA HIGH SCHOOL,25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051,368051,32956.1427672738,35950.1756834127,1.34139473351039,103.877852484979,103.877852484979,MARIS STELLA HIGH SCHOOL
1,MARIS STELLA HIGH SCHOOL,80,BARTLEY ROAD,MARIS STELLA HIGH SCHOOL,80 BARTLEY ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 539786,539786,32983.2916958053,36037.4445459433,1.34218395739981,103.87809644863,103.87809644863,MARIS STELLA HIGH SCHOOL
0,MARSILING PRIMARY SCHOOL,31,WOODLANDS CENTRE ROAD,MARSILING PRIMARY SCHOOL,31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927,738927,21359.011448958,46172.2397052329,1.43383904037059,103.773643013846,103.773643013846,MARSILING PRIMARY SCHOOL
0,MARSILING SECONDARY SCHOOL,12,MARSILING ROAD,MARSILING SECONDARY SCHOOL,12 MARSILING ROAD MARSILING SECONDARY SCHOOL SINGAPORE 739110,739110,21622.2165990025,46482.4188591223,1.43664424769955,103.776008090454,103.776008090454,MARSILING SECONDARY SCHOOL
0,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,103.840021064426,MARYMOUNT CONVENT SCHOOL
0,MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021),6,ANG MO KIO AVENUE 2,MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021),6 ANG MO KIO AVENUE 2 MAYFLOWER PRIMARY SCHOOL (JAN 2019 - DEC 2021) SINGAPORE 569948,569948,28276.7353066411,39792.7725521773,1.37614621670476,103.835805246743,103.835805246743,MAYFLOWER PRIMARY SCHOOL
1,MAYFLOWER PRIMARY SCHOOL (U/C),200,ANG MO KIO AVENUE 5,MAYFLOWER PRIMARY SCHOOL (U/C),200 ANG MO KIO AVENUE 5 MAYFLOWER PRIMARY SCHOOL (U/C) SINGAPORE 569878,569878,29105.5559377754,39818.2753564138,1.37637683547682,103.843252803742,103.843252803742,MAYFLOWER PRIMARY SCHOOL
0,MAYFLOWER SECONDARY SCHOOL,2,ANG MO KIO STREET 21,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384,569384,28227.2664945051,38922.1548925955,1.36827266209722,103.835360726863,103.835360726863,MAYFLOWER SECONDARY SCHOOL
0,MEE TOH SCHOOL,21,EDGEDALE PLAINS,MEE TOH SCHOOL,21 EDGEDALE PLAINS MEE TOH SCHOOL SINGAPORE 828867,828867,36376.6569616906,41835.4725095034,1.3946184538592,103.908589494228,103.908589494228,MEE TOH SCHOOL
0,MERIDIAN PRIMARY SCHOOL,20,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,518798,39303.5458344575,39724.6885971073,1.37552831658484,103.934889078518,103.934889078518,MERIDIAN PRIMARY SCHOOL
0,MERIDIAN SECONDARY SCHOOL,31,PASIR RIS STREET 51,MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51 MERIDIAN SECONDARY SCHOOL SINGAPORE 518901,518901,40870.9016361358,38809.035507232,1.3672468492013,103.948972483629,103.948972483629,MERIDIAN SECONDARY SCHOOL
0,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143,METHODIST GIRLS' SCHOOL (PRIMARY)
0,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,33764.9220583495,37008.7061571106,1.35096755912522,103.885120050588,103.885120050588,METHODIST GIRLS' SCHOOL (SECONDARY)
0,MILLENNIA INSTITUTE,60,BUKIT BATOK WEST AVENUE 8,MILLENNIA INSTITUTE,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,658965,17792.0317525892,36937.1663549989,1.35031939200985,103.741593577684,103.741593577684,MILLENNIA INSTITUTE
0,MONTFORT JUNIOR SCHOOL,52,HOUGANG AVENUE 8,MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,538786,34230.9110763939,39536.1151842475,1.37382444075979,103.889307782925,103.889307782925,MONTFORT JUNIOR SCHOOL
0,MONTFORT SECONDARY SCHOOL,50,HOUGANG AVENUE 8,MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785,538785,34188.6869969647,39551.2492366415,1.37396131656912,103.888928372577,103.888928372577,MONTFORT SECONDARY SCHOOL
0,NAN CHIAU HIGH SCHOOL,20,ANCHORVALE LINK,NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079,545079,34308.3992032008,41191.5774543677,1.38879582498399,103.890004423764,103.890004423764,NAN CHIAU HIGH SCHOOL
0,NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,103.891180928186,NAN CHIAU PRIMARY SCHOOL
0,NAN HUA HIGH SCHOOL,41,CLEMENTI AVENUE 1,NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956,129956,20793.1335141817,32268.1425985936,1.30809529518605,103.768561446725,103.768561446725,NAN HUA HIGH SCHOOL
0,NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,103.761095065761,NAN HUA PRIMARY SCHOOL
0,NANYANG GIRLS' HIGH SCHOOL,2,LINDEN DRIVE,NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,24561.4160661073,34754.6755309552,1.33058326666479,103.802420979943,103.802420979943,NANYANG GIRLS' HIGH SCHOOL
0,NANYANG JUNIOR COLLEGE,128,SERANGOON AVENUE 3,NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111,556111,31692.5780312549,36932.9914012011,1.35028314949236,103.866498721912,103.866498721912,NANYANG JUNIOR COLLEGE
0,NANYANG PRIMARY SCHOOL,51,CORONATION ROAD,NANYANG PRIMARY SCHOOL,51 CORONATION ROAD NANYANG PRIMARY SCHOOL SINGAPORE 269460,269460,25011.8029676573,33707.7719583772,1.32111548993736,103.806468059795,103.806468059795,NANYANG PRIMARY SCHOOL
1,NANYANG PRIMARY SCHOOL,52,KING'S ROAD,NANYANG PRIMARY SCHOOL,52 KING'S ROAD NANYANG PRIMARY SCHOOL SINGAPORE 268097,268097,25154.4872114761,33678.1373927556,1.32084749904532,103.807750155296,103.807750155296,NANYANG PRIMARY SCHOOL
0,NATIONAL JUNIOR COLLEGE,37,HILLCREST ROAD,NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913,288913,24749.4869699022,34722.5671630222,1.33029291072172,103.804110905425,103.804110905425,NATIONAL JUNIOR COLLEGE
1,NATIONAL JUNIOR COLLEGE BOARDING SCHOOL,41,HILLCREST ROAD,NATIONAL JUNIOR COLLEGE BOARDING SCHOOL,41 HILLCREST ROAD NATIONAL JUNIOR COLLEGE BOARDING SCHOOL SINGAPORE 288916,288916,24807.6663023923,34903.1848179717,1.33192635877989,103.804633660267,103.804633660267,NATIONAL JUNIOR COLLEGE
0,NAVAL BASE PRIMARY SCHOOL,7,YISHUN AVENUE 4,NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028,769028,28609.3447617413,44233.5083953608,1.41630663159387,103.838794077233,103.838794077233,NAVAL BASE PRIMARY SCHOOL
